Symbol,Company Name,Industry,Market Cap,Stock URL
INAQ,Insight Acquisition Corp.,Shell Companies,91.26M,https://stockanalysis.com/stocks/INAQ/
INBK,First Internet Bancorp,Banks - Regional,245.74M,https://stockanalysis.com/stocks/INBK/
INBS,Intelligent Bio Solutions Inc.,Medical Devices,6.08M,https://stockanalysis.com/stocks/INBS/
INBX,"Inhibrx, Inc.",Biotechnology,241.02M,https://stockanalysis.com/stocks/INBX/
INCR,InterCure Ltd.,Drug Manufacturers - Specialty & Generic,110.74M,https://stockanalysis.com/stocks/INCR/
INCY,Incyte Corporation,Biotechnology,13.30B,https://stockanalysis.com/stocks/INCY/
INDB,Independent Bank Corp.,Banks - Regional,2.11B,https://stockanalysis.com/stocks/INDB/
INDI,"indie Semiconductor, Inc.",Semiconductor Equipment & Materials,1.25B,https://stockanalysis.com/stocks/INDI/
INDO,Indonesia Energy Corporation Limited,Oil & Gas Exploration & Production,28.98M,https://stockanalysis.com/stocks/INDO/
INDP,"Indaptus Therapeutics, Inc.",Biotechnology,22.63M,https://stockanalysis.com/stocks/INDP/
INDV,Indivior PLC,Drug Manufacturers - Specialty & Generic,2.31B,https://stockanalysis.com/stocks/INDV/
INFA,Informatica Inc.,Software - Infrastructure,9.83B,https://stockanalysis.com/stocks/INFA/
INFN,Infinera Corporation,Communication Equipment,1.27B,https://stockanalysis.com/stocks/INFN/
INFU,"InfuSystem Holdings, Inc.",Medical Instruments & Supplies,146.72M,https://stockanalysis.com/stocks/INFU/
INFY,Infosys Limited,Information Technology Services,74.78B,https://stockanalysis.com/stocks/INFY/
ING,ING Groep N.V.,Banks - Diversified,57.65B,https://stockanalysis.com/stocks/ING/
INGN,"Inogen, Inc.",Medical Devices,203.71M,https://stockanalysis.com/stocks/INGN/
INGR,Ingredion Incorporated,Packaged Foods,7.61B,https://stockanalysis.com/stocks/INGR/
INHD,Inno Holdings Inc.,Steel,13.37M,https://stockanalysis.com/stocks/INHD/
INKT,"MiNK Therapeutics, Inc.",Biotechnology,33.48M,https://stockanalysis.com/stocks/INKT/
INLX,"Intellinetics, Inc.",Software - Application,29.58M,https://stockanalysis.com/stocks/INLX/
INM,InMed Pharmaceuticals Inc.,Biotechnology,1.97M,https://stockanalysis.com/stocks/INM/
INMB,"INmune Bio, Inc.",Biotechnology,173.29M,https://stockanalysis.com/stocks/INMB/
INMD,InMode Ltd.,Medical Devices,1.54B,https://stockanalysis.com/stocks/INMD/
INN,"Summit Hotel Properties, Inc.",REIT - Hotel & Motel,648.07M,https://stockanalysis.com/stocks/INN/
INNV,InnovAge Holding Corp.,Medical Care Facilities,652.74M,https://stockanalysis.com/stocks/INNV/
INO,"Inovio Pharmaceuticals, Inc.",Biotechnology,248.48M,https://stockanalysis.com/stocks/INO/
INOD,Innodata Inc.,Information Technology Services,418.64M,https://stockanalysis.com/stocks/INOD/
INSE,"Inspired Entertainment, Inc.",Gambling,243.13M,https://stockanalysis.com/stocks/INSE/
INSG,Inseego Corp.,Communication Equipment,93.40M,https://stockanalysis.com/stocks/INSG/
INSM,Insmed Incorporated,Biotechnology,9.17B,https://stockanalysis.com/stocks/INSM/
INSP,"Inspire Medical Systems, Inc.",Medical Devices,4.69B,https://stockanalysis.com/stocks/INSP/
INST,"Instructure Holdings, Inc.",Software - Application,3.23B,https://stockanalysis.com/stocks/INST/
INSW,"International Seaways, Inc.",Oil & Gas Midstream,3.06B,https://stockanalysis.com/stocks/INSW/
INTA,"Intapp, Inc.",Software - Application,2.55B,https://stockanalysis.com/stocks/INTA/
INTC,Intel Corporation,Semiconductors,130.86B,https://stockanalysis.com/stocks/INTC/
INTE,Integral Acquisition Corporation 1,Shell Companies,44.56M,https://stockanalysis.com/stocks/INTE/
INTG,The InterGroup Corporation,Lodging,45.41M,https://stockanalysis.com/stocks/INTG/
INTJ,Intelligent Group Limited,Consulting Services,14.18M,https://stockanalysis.com/stocks/INTJ/
INTR,"Inter & Co, Inc.",Banks - Regional,2.39B,https://stockanalysis.com/stocks/INTR/
INTS,"Intensity Therapeutics, Inc.",Biotechnology,65.54M,https://stockanalysis.com/stocks/INTS/
INTT,inTEST Corporation,Semiconductor Equipment & Materials,117.53M,https://stockanalysis.com/stocks/INTT/
INTU,Intuit Inc.,Software - Application,160.43B,https://stockanalysis.com/stocks/INTU/
INTZ,Intrusion Inc.,Software - Infrastructure,6.67M,https://stockanalysis.com/stocks/INTZ/
INUV,"Inuvo, Inc.",Software - Application,34.20M,https://stockanalysis.com/stocks/INUV/
INVA,"Innoviva, Inc.",Biotechnology,1.01B,https://stockanalysis.com/stocks/INVA/
INVE,"Identiv, Inc.",Computer Hardware,96.10M,https://stockanalysis.com/stocks/INVE/
INVH,Invitation Homes Inc.,REIT - Residential,21.44B,https://stockanalysis.com/stocks/INVH/
INVO,"INVO Bioscience, Inc.",Medical Devices,2.97M,https://stockanalysis.com/stocks/INVO/
INVZ,Innoviz Technologies Ltd.,Auto Parts,175.79M,https://stockanalysis.com/stocks/INVZ/
INZY,"Inozyme Pharma, Inc.",Biotechnology,286.39M,https://stockanalysis.com/stocks/INZY/
IOBT,"IO Biotech, Inc.",Biotechnology,81.23M,https://stockanalysis.com/stocks/IOBT/
IONM,Assure Holdings Corp.,Medical Care Facilities,4.06M,https://stockanalysis.com/stocks/IONM/
IONQ,"IonQ, Inc.",Computer Hardware,1.66B,https://stockanalysis.com/stocks/IONQ/
IONR,ioneer Ltd,Other Industrial Metals & Mining,271.63M,https://stockanalysis.com/stocks/IONR/
IONS,"Ionis Pharmaceuticals, Inc.",Biotechnology,5.69B,https://stockanalysis.com/stocks/IONS/
IOR,"Income Opportunity Realty Investors, Inc.",Mortgage Finance,66.27M,https://stockanalysis.com/stocks/IOR/
IOSP,Innospec Inc.,Specialty Chemicals,3.15B,https://stockanalysis.com/stocks/IOSP/
IOT,Samsara Inc.,Software - Infrastructure,17.04B,https://stockanalysis.com/stocks/IOT/
IOVA,"Iovance Biotherapeutics, Inc.",Biotechnology,2.18B,https://stockanalysis.com/stocks/IOVA/
IP,International Paper Company,Packaging & Containers,15.70B,https://stockanalysis.com/stocks/IP/
IPA,ImmunoPrecise Antibodies Ltd.,Biotechnology,26.05M,https://stockanalysis.com/stocks/IPA/
IPAR,"Inter Parfums, Inc.",Household & Personal Products,3.73B,https://stockanalysis.com/stocks/IPAR/
IPDN,"Professional Diversity Network, Inc.",Staffing & Employment Services,6.27M,https://stockanalysis.com/stocks/IPDN/
IPG,"The Interpublic Group of Companies, Inc.",Advertising Agencies,11.59B,https://stockanalysis.com/stocks/IPG/
IPGP,IPG Photonics Corporation,Semiconductor Equipment & Materials,3.91B,https://stockanalysis.com/stocks/IPGP/
IPHA,Innate Pharma S.A.,Biotechnology,233.63M,https://stockanalysis.com/stocks/IPHA/
IPI,"Intrepid Potash, Inc.",Agricultural Inputs,333.72M,https://stockanalysis.com/stocks/IPI/
IPSC,"Century Therapeutics, Inc.",Biotechnology,244.54M,https://stockanalysis.com/stocks/IPSC/
IPW,iPower Inc.,Internet Retail,73.05M,https://stockanalysis.com/stocks/IPW/
IPWR,Ideal Power Inc.,Electrical Equipment & Parts,52.87M,https://stockanalysis.com/stocks/IPWR/
IPX,IperionX Limited,Other Industrial Metals & Mining,405.93M,https://stockanalysis.com/stocks/IPX/
IPXX,Inflection Point Acquisition Corp. II,Shell Companies,330.00M,https://stockanalysis.com/stocks/IPXX/
IQ,"iQIYI, Inc.",Entertainment,4.13B,https://stockanalysis.com/stocks/IQ/
IQV,IQVIA Holdings Inc.,Diagnostics & Research,39.94B,https://stockanalysis.com/stocks/IQV/
IR,Ingersoll Rand Inc.,Specialty Industrial Machinery,35.96B,https://stockanalysis.com/stocks/IR/
IRAA,Iris Acquisition Corp,Shell Companies,82.65M,https://stockanalysis.com/stocks/IRAA/
IRBT,iRobot Corporation,"Furnishings, Fixtures & Appliances",274.06M,https://stockanalysis.com/stocks/IRBT/
IRDM,Iridium Communications Inc.,Telecom Services,3.40B,https://stockanalysis.com/stocks/IRDM/
IREN,Iris Energy Limited,Capital Markets,1.52B,https://stockanalysis.com/stocks/IREN/
IRIX,IRIDEX Corporation,Medical Devices,37.38M,https://stockanalysis.com/stocks/IRIX/
IRM,Iron Mountain Incorporated,REIT - Specialty,25.05B,https://stockanalysis.com/stocks/IRM/
IRMD,IRadimed Corporation,Medical Devices,538.23M,https://stockanalysis.com/stocks/IRMD/
IROH,Iron Horse Acquisitions Corp.,Shell Companies,89.38M,https://stockanalysis.com/stocks/IROH/
IRON,"Disc Medicine, Inc.",Biotechnology,967.11M,https://stockanalysis.com/stocks/IRON/
IROQ,"IF Bancorp, Inc.",Banks - Regional,56.06M,https://stockanalysis.com/stocks/IROQ/
IRS,IRSA Inversiones y Representaciones SA,Real Estate Services,648.34M,https://stockanalysis.com/stocks/IRS/
IRT,"Independence Realty Trust, Inc.",REIT - Residential,3.90B,https://stockanalysis.com/stocks/IRT/
IRTC,"iRhythm Technologies, Inc.",Medical Devices,2.98B,https://stockanalysis.com/stocks/IRTC/
IRWD,"Ironwood Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1.01B,https://stockanalysis.com/stocks/IRWD/
ISDR,Issuer Direct Corporation,Software - Application,36.19M,https://stockanalysis.com/stocks/ISDR/
ISPC,iSpecimen Inc.,Diagnostics & Research,4.54M,https://stockanalysis.com/stocks/ISPC/
ISPO,Inspirato Incorporated,Travel Services,14.34M,https://stockanalysis.com/stocks/ISPO/
ISPR,Ispire Technology Inc.,Tobacco,402.70M,https://stockanalysis.com/stocks/ISPR/
ISRG,"Intuitive Surgical, Inc.",Medical Instruments & Supplies,148.13B,https://stockanalysis.com/stocks/ISRG/
ISRL,Israel Acquisitions Corp,Shell Companies,140.82M,https://stockanalysis.com/stocks/ISRL/
ISSC,"Innovative Solutions and Support, Inc.",Aerospace & Defense,110.21M,https://stockanalysis.com/stocks/ISSC/
ISTR,Investar Holding Corporation,Banks - Regional,150.78M,https://stockanalysis.com/stocks/ISTR/
IT,"Gartner, Inc.",Information Technology Services,33.73B,https://stockanalysis.com/stocks/IT/
ITCI,"Intra-Cellular Therapies, Inc.",Drug Manufacturers - Specialty & Generic,7.22B,https://stockanalysis.com/stocks/ITCI/
ITGR,Integer Holdings Corporation,Medical Devices,4.06B,https://stockanalysis.com/stocks/ITGR/
ITI,"Iteris, Inc.",Communication Equipment,188.80M,https://stockanalysis.com/stocks/ITI/
ITIC,Investors Title Company,Insurance - Specialty,329.45M,https://stockanalysis.com/stocks/ITIC/
ITOS,"iTeos Therapeutics, Inc.",Biotechnology,603.25M,https://stockanalysis.com/stocks/ITOS/
ITP,"IT Tech Packaging, Inc.",Paper & Paper Products,2.21M,https://stockanalysis.com/stocks/ITP/
ITRG,Integra Resources Corp.,Other Precious Metals & Mining,79.04M,https://stockanalysis.com/stocks/ITRG/
ITRI,"Itron, Inc.",Scientific & Technical Instruments,4.91B,https://stockanalysis.com/stocks/ITRI/
ITRM,Iterum Therapeutics plc,Biotechnology,22.85M,https://stockanalysis.com/stocks/ITRM/
ITRN,Ituran Location and Control Ltd.,Communication Equipment,525.43M,https://stockanalysis.com/stocks/ITRN/
ITT,ITT Inc.,Specialty Industrial Machinery,10.55B,https://stockanalysis.com/stocks/ITT/
ITUB,Itaú Unibanco Holding S.A.,Banks - Regional,52.59B,https://stockanalysis.com/stocks/ITUB/
ITW,Illinois Tool Works Inc.,Specialty Industrial Machinery,71.74B,https://stockanalysis.com/stocks/ITW/
IVA,Inventiva S.A.,Biotechnology,185.39M,https://stockanalysis.com/stocks/IVA/
IVAC,"Intevac, Inc.",Specialty Industrial Machinery,105.54M,https://stockanalysis.com/stocks/IVAC/
IVCA,Investcorp India Acquisition Corp,Shell Companies,183.72M,https://stockanalysis.com/stocks/IVCA/
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,204.06M,https://stockanalysis.com/stocks/IVCB/
IVCP,Swiftmerge Acquisition Corp.,Shell Companies,74.57M,https://stockanalysis.com/stocks/IVCP/
IVDA,"Iveda Solutions, Inc.",Security & Protection Services,9.98M,https://stockanalysis.com/stocks/IVDA/
IVP,"Inspire Veterinary Partners, Inc.",Personal Services,10.86M,https://stockanalysis.com/stocks/IVP/
IVR,Invesco Mortgage Capital Inc.,REIT - Mortgage,447.24M,https://stockanalysis.com/stocks/IVR/
IVT,InvenTrust Properties Corp.,REIT - Retail,1.67B,https://stockanalysis.com/stocks/IVT/
IVVD,"Invivyd, Inc.",Biotechnology,201.64M,https://stockanalysis.com/stocks/IVVD/
IVZ,Invesco Ltd.,Asset Management,6.76B,https://stockanalysis.com/stocks/IVZ/
IX,ORIX Corporation,Financial Conglomerates,25.30B,https://stockanalysis.com/stocks/IX/
IXAQ,IX Acquisition Corp.,Shell Companies,97.31M,https://stockanalysis.com/stocks/IXAQ/
IXHL,Incannex Healthcare Limited,Drug Manufacturers - Specialty & Generic,51.59M,https://stockanalysis.com/stocks/IXHL/
IZEA,"IZEA Worldwide, Inc.",Internet Content & Information,37.58M,https://stockanalysis.com/stocks/IZEA/
IZM,ICZOOM Group Inc.,Electronics & Computer Distribution,21.38M,https://stockanalysis.com/stocks/IZM/
J,Jacobs Engineering Group Inc.,Engineering & Construction,17.41B,https://stockanalysis.com/stocks/J/
JACK,Jack in the Box Inc.,Restaurants,1.10B,https://stockanalysis.com/stocks/JACK/
JAGX,"Jaguar Health, Inc.",Biotechnology,17.65M,https://stockanalysis.com/stocks/JAGX/
JAKK,"JAKKS Pacific, Inc.",Leisure,196.36M,https://stockanalysis.com/stocks/JAKK/
JAMF,Jamf Holding Corp.,Software - Application,1.99B,https://stockanalysis.com/stocks/JAMF/
JAN,JanOne Inc.,Waste Management,31.86M,https://stockanalysis.com/stocks/JAN/
JANX,"Janux Therapeutics, Inc.",Biotechnology,2.29B,https://stockanalysis.com/stocks/JANX/
JAZZ,Jazz Pharmaceuticals plc,Biotechnology,7.07B,https://stockanalysis.com/stocks/JAZZ/
JBGS,JBG SMITH Properties,REIT - Office,1.33B,https://stockanalysis.com/stocks/JBGS/
JBHT,"J.B. Hunt Transport Services, Inc.",Integrated Freight & Logistics,16.51B,https://stockanalysis.com/stocks/JBHT/
JBI,"Janus International Group, Inc.",Building Products & Equipment,1.89B,https://stockanalysis.com/stocks/JBI/
JBL,Jabil Inc.,Electronic Components,13.73B,https://stockanalysis.com/stocks/JBL/
JBLU,JetBlue Airways Corporation,Airlines,1.89B,https://stockanalysis.com/stocks/JBLU/
JBSS,"Sanfilippo (John B.) & Son, Inc",Packaged Foods,1.13B,https://stockanalysis.com/stocks/JBSS/
JBT,John Bean Technologies Corporation,Specialty Industrial Machinery,2.94B,https://stockanalysis.com/stocks/JBT/
JCI,Johnson Controls International plc,Building Products & Equipment,47.12B,https://stockanalysis.com/stocks/JCI/
JCSE,JE Cleantech Holdings Limited,Specialty Industrial Machinery,6.06M,https://stockanalysis.com/stocks/JCSE/
JCTCF,Jewett-Cameron Trading Company Ltd.,Lumber & Wood Production,19.10M,https://stockanalysis.com/stocks/JCTCF/
JD,"JD.com, Inc.",Internet Retail,42.07B,https://stockanalysis.com/stocks/JD/
JDZG,Jiade Limited,Software - Application,26.63M,https://stockanalysis.com/stocks/JDZG/
JEF,Jefferies Financial Group Inc.,Capital Markets,9.44B,https://stockanalysis.com/stocks/JEF/
JELD,"JELD-WEN Holding, Inc.",Building Products & Equipment,1.21B,https://stockanalysis.com/stocks/JELD/
JEWL,Adamas One Corp.,Luxury Goods,7.84M,https://stockanalysis.com/stocks/JEWL/
JFBR,Jeffs' Brands Ltd,Internet Retail,426.19K,https://stockanalysis.com/stocks/JFBR/
JFIN,Jiayin Group Inc.,Internet Content & Information,360.86M,https://stockanalysis.com/stocks/JFIN/
JFU,9F Inc.,Information Technology Services,29.55M,https://stockanalysis.com/stocks/JFU/
JG,Aurora Mobile Limited,Software - Infrastructure,17.26M,https://stockanalysis.com/stocks/JG/
JHG,Janus Henderson Group plc,Asset Management,5.19B,https://stockanalysis.com/stocks/JHG/
JHX,James Hardie Industries plc,Building Materials,13.27B,https://stockanalysis.com/stocks/JHX/
JILL,"J.Jill, Inc.",Apparel Retail,407.88M,https://stockanalysis.com/stocks/JILL/
JJSF,J&J Snack Foods Corp.,Packaged Foods,3.16B,https://stockanalysis.com/stocks/JJSF/
JKHY,"Jack Henry & Associates, Inc.",Information Technology Services,12.01B,https://stockanalysis.com/stocks/JKHY/
JKS,"JinkoSolar Holding Co., Ltd.",Solar,1.30B,https://stockanalysis.com/stocks/JKS/
JL,J-Long Group Limited,Apparel Manufacturing,17.99M,https://stockanalysis.com/stocks/JL/
JLL,Jones Lang LaSalle Incorporated,Real Estate Services,9.46B,https://stockanalysis.com/stocks/JLL/
JMIA,Jumia Technologies AG,Internet Retail,758.54M,https://stockanalysis.com/stocks/JMIA/
JMSB,"John Marshall Bancorp, Inc.",Banks - Regional,236.35M,https://stockanalysis.com/stocks/JMSB/
JNJ,Johnson & Johnson,Drug Manufacturers - General,353.97B,https://stockanalysis.com/stocks/JNJ/
JNPR,"Juniper Networks, Inc.",Communication Equipment,11.55B,https://stockanalysis.com/stocks/JNPR/
JNVR,Janover Inc.,Software - Infrastructure,10.01M,https://stockanalysis.com/stocks/JNVR/
JOB,"GEE Group, Inc.",Staffing & Employment Services,37.89M,https://stockanalysis.com/stocks/JOB/
JOBY,"Joby Aviation, Inc.",Airports & Air Services,3.54B,https://stockanalysis.com/stocks/JOBY/
JOE,The St. Joe Company,Real Estate - Diversified,3.21B,https://stockanalysis.com/stocks/JOE/
JOUT,Johnson Outdoors Inc.,Leisure,357.93M,https://stockanalysis.com/stocks/JOUT/
JPM,JPMorgan Chase & Co.,Banks - Diversified,574.19B,https://stockanalysis.com/stocks/JPM/
JRSH,"Jerash Holdings (US), Inc.",Apparel Manufacturing,37.27M,https://stockanalysis.com/stocks/JRSH/
JRVR,"James River Group Holdings, Ltd.",Insurance - Specialty,286.34M,https://stockanalysis.com/stocks/JRVR/
JSPR,"Jasper Therapeutics, Inc.",Biotechnology,369.90M,https://stockanalysis.com/stocks/JSPR/
JTAI,Jet.AI Inc.,Software - Application,7.38M,https://stockanalysis.com/stocks/JTAI/
JUNE,Junee Limited,Engineering & Construction,52.76M,https://stockanalysis.com/stocks/JUNE/
JVA,"Coffee Holding Co., Inc.",Packaged Foods,7.48M,https://stockanalysis.com/stocks/JVA/
JVSA,JVSPAC Acquisition Corp.,Shell Companies,65.21M,https://stockanalysis.com/stocks/JVSA/
JWEL,Jowell Global Ltd.,Internet Retail,4.58M,https://stockanalysis.com/stocks/JWEL/
JWN,"Nordstrom, Inc.",Department Stores,3.51B,https://stockanalysis.com/stocks/JWN/
JWSM,Jaws Mustang Acquisition Corporation,Shell Companies,299.19M,https://stockanalysis.com/stocks/JWSM/
JXJT,JX Luxventure Limited,Apparel Manufacturing,7.03M,https://stockanalysis.com/stocks/JXJT/
JXN,Jackson Financial Inc.,Insurance - Life,5.58B,https://stockanalysis.com/stocks/JXN/
JYD,Jayud Global Logistics Limited,Integrated Freight & Logistics,22.26M,https://stockanalysis.com/stocks/JYD/
JYNT,The Joint Corp.,Medical Care Facilities,222.51M,https://stockanalysis.com/stocks/JYNT/
JZ,Jianzhi Education Technology Group Company Limited,Education & Training Services,30.68M,https://stockanalysis.com/stocks/JZ/
JZXN,"Jiuzi Holdings, Inc.",Auto & Truck Dealerships,51.41M,https://stockanalysis.com/stocks/JZXN/
K,Kellanova Co,Packaged Foods,20.39B,https://stockanalysis.com/stocks/K/
KA,"Kineta, Inc.",Biotechnology,5.71M,https://stockanalysis.com/stocks/KA/
KACL,Kairous Acquisition Corp. Limited,Shell Companies,44.06M,https://stockanalysis.com/stocks/KACL/
KAI,Kadant Inc.,Specialty Industrial Machinery,3.20B,https://stockanalysis.com/stocks/KAI/
KALA,"Kala Pharmaceuticals, Inc.",Biotechnology,18.50M,https://stockanalysis.com/stocks/KALA/
KALU,Kaiser Aluminum Corporation,Aluminum,1.46B,https://stockanalysis.com/stocks/KALU/
KALV,"KalVista Pharmaceuticals, Inc.",Biotechnology,492.76M,https://stockanalysis.com/stocks/KALV/
KAR,Openlane Inc.,Auto & Truck Dealerships,1.82B,https://stockanalysis.com/stocks/KAR/
KARO,Karooooo Ltd.,Software - Application,894.62M,https://stockanalysis.com/stocks/KARO/
KAVL,"Kaival Brands Innovations Group, Inc.",Tobacco,4.55M,https://stockanalysis.com/stocks/KAVL/
KB,KB Financial Group Inc.,Banks - Regional,21.74B,https://stockanalysis.com/stocks/KB/
KBH,KB Home,Residential Construction,5.17B,https://stockanalysis.com/stocks/KBH/
KBR,"KBR, Inc.",Engineering & Construction,8.47B,https://stockanalysis.com/stocks/KBR/
KC,Kingsoft Cloud Holdings Limited,Software - Application,632.61M,https://stockanalysis.com/stocks/KC/
